"RMSE...1","Bias...2","SD...3","SE...4","CP...5","RMSE...6","Bias...7","SD...8","SE...9","CP...10","RMSE...11","Bias...12","SD...13","SE...14","CP...15"
2.08490536917682,0.013,2.08835113390452,2.29919480327153,0.98,2.22493212115868,0.19,2.2205457204337,2.29817883102964,0.956666666666667,2.26421112618134,0.275,2.25121910693475,2.29090880112557,0.966666666666667
3.08602576733031,0.163,3.08687106721759,3.13789451524936,0.956666666666667,3.18816998050903,0.135,3.19063405383215,3.13686369440158,0.94,3.07915751430117,0.104,3.08253835842376,3.12628491304099,0.96
2.14011070077226,0.013,2.14364854778414,2.29588122028427,0.976666666666667,2.2503818775761,0.195,2.24568010667308,2.29548915472974,0.96,2.27419464531376,0.248,2.26436914500446,2.2894413770969,0.956666666666667
2.1145851342016,0.224,2.10618366826555,2.26249730502558,0.976666666666667,2.2270452220991,0.011,2.23073791470038,2.26304691450372,0.96,2.22546591800405,0.114,2.22623290812123,2.25565370397709,0.96
1.99613896510501,0.102,1.99686451928328,2.15516911371078,0.956666666666667,2.25429870146379,0.188,2.25020228373283,2.15940101329468,0.936666666666667,2.18347836546162,0.145,2.18230036287143,2.1592480759386,0.95
3.23120968269249,0.115,3.23454559932667,3.08892341683128,0.943333333333333,3.2101313218243,0.194,3.2096320235765,3.09225240008001,0.936666666666667,3.12856127512208,0.05,3.1333889823216,3.0799191289237,0.956666666666667
2.69535940273837,0.333,2.6791468433023,2.78380684975265,0.95,2.73454593088526,0.186,2.73280311561839,2.76914575730652,0.96,2.68916128209609,0.096,2.69192171483956,2.76384254417971,0.963333333333333
2.35430584656448,0.198,2.34987568503415,2.42138862120155,0.95,2.49233042724774,0.042,2.49614707126445,2.42311689767683,0.94,2.46000796004701,0.086,2.46259541027108,2.41643688753605,0.956666666666667
6.02925296724037,0.869,5.97630531363018,5.98650275345709,0.963333333333333,6.03035751033428,0.472,6.02191565786879,5.91835060128807,0.956666666666667,5.93268166305096,0.245,5.93751212337184,5.86989800565521,0.936666666666667
196.437421499027,2.909,196.74406533915,43.1281071790257,0.953333333333333,142.094491775634,3.666,142.284527307036,37.239848420002,0.963333333333333,95.4224653198598,6.099,95.3864876095477,33.4538299143735,0.936666666666667
3.07393050958164,0.224,3.07086533696504,3.1243719171531,0.95,3.19040354543382,0.137,3.19278572059735,3.12263103535368,0.94,3.05304355595049,0.075,3.05723162485244,3.11524204686309,0.97
1.48059493403971,0.223,1.46610371133972,1.50615311287454,0.956666666666667,1.48462255050852,0.152,1.47933701780716,1.50431230878603,0.95,1.56116526066953,0.29,1.53651450288868,1.50416546571619,0.943333333333333
2.23621588615247,0.036,2.23966512684187,2.14666277453936,0.96,2.16040160304312,0.085,2.16234816484774,2.13443799223878,0.963333333333333,2.1633102643562,0.267,2.15037015997237,2.1414577135638,0.95
1.50439356212104,0.221,1.49054018464349,1.50379965642841,0.953333333333333,1.50090010079417,0.154,1.4954400004984,1.50221622046944,0.946666666666667,1.56860821621757,0.254,1.55043080145523,1.50224201055373,0.94
1.43864245047415,0.084,1.43856412993562,1.46562504369293,0.96,1.43408847026865,0.078,1.43437307503882,1.46509044532563,0.956666666666667,1.53047975847405,0.146,1.52606887824531,1.46386370643633,0.936666666666667
1.46378628540223,0.173,1.45598801320772,1.44849534462439,0.94,1.46075369892769,0.124,1.45791517649997,1.44673795722079,0.946666666666667,1.51321492017008,0.248,1.49523532781764,1.4468103926428,0.936666666666667
2.16813996063732,0.018,2.17169050862906,2.017239131779,0.95,2.07533462090954,0.111,2.07583135600609,1.99850383351432,0.936666666666667,2.05854851068722,0.302,2.03971935770222,2.01570156561904,0.943333333333333
1.74096578359823,0.067,1.74259958956866,1.67367092139729,0.946666666666667,1.70899665594248,0.179,1.70239903661618,1.66948641394507,0.94,1.67830838815943,0.253,1.66187509523224,1.66854408753328,0.946666666666667
1.6221960328502,0.072,1.6233061925845,1.58784977043965,0.946666666666667,1.59637693644924,0.061,1.59787875298103,1.58632829852813,0.943333333333333,1.65234161645049,0.258,1.63474556012761,1.5872943379188,0.943333333333333
3.35419562458376,0.165,3.35570834100183,3.22174822167301,0.943333333333333,3.39127680773229,0.047,3.39661511045758,3.21969505195363,0.95,3.28245279245311,0.274,3.27647103672034,3.26466955945279,0.96
1.74638687917171,0.105,1.74614733185057,1.67325397771151,0.95,1.73829052700793,0.191,1.73066248496053,1.66424909693642,0.946666666666667,1.69406720507671,0.295,1.67099789522353,1.66237602787055,0.946666666666667
2.24286437751838,0.013,2.24657284091302,2.20087957026761,0.95,2.2699852398664,0.067,2.27277916865485,2.19682312218153,0.933333333333333,2.21483321222163,0.313,2.19630298100938,2.19974365735572,0.96
1.00657179118469,0.085,1.0046357538504,1.01313491457525,0.943333333333333,1.04385244579521,0.054,1.04418785133216,1.01248564511554,0.936666666666667,0.970259011919921,0.089,0.96778390356811,1.01466525834635,0.953333333333333
1.25726607869237,0.03,1.25900601985337,1.27336778079534,0.95,1.3134539623462,0.129,1.30930579104967,1.26887614836416,0.95,1.24539995348766,0.045,1.24665493245563,1.27058527446633,0.95
1.01457924461056,0.069,1.01393621957777,1.00733737059706,0.943333333333333,1.03694606547754,0.07,1.0363002514862,1.00595673878234,0.923333333333333,0.97492031690344,0.067,0.974229087234232,1.00839763900554,0.953333333333333
1.0024562929179,0.012,1.00405425545266,0.99024691780507,0.943333333333333,1.02467724188135,0.137,1.01720745609344,0.988174243749543,0.923333333333333,0.960583822882704,0.003,0.962183427912344,0.990274020250047,0.956666666666667
0.998266033681582,0.045,0.998915024703459,0.988091030037815,0.95,1.04086455590584,0.077,1.03972555393457,0.987723982628095,0.926666666666667,0.972997018569688,0.073,0.971877496385942,0.990127800063737,0.95
1.10286196898015,0.033,1.10421884127364,1.07389509575847,0.956666666666667,1.09039234590642,0.128,1.0846637409882,1.07190948123,0.93,1.08166231426751,0.042,1.0826564231993,1.07256650165119,0.953333333333333
1.1471666033564,0.008,1.14905717603684,1.12620756350433,0.943333333333333,1.14523882903646,0.12,1.14087981974624,1.12504591362617,0.943333333333333,1.12657298302816,0.027,1.12813049759267,1.12574708428221,0.963333333333333
1.07044008971638,0.006,1.07221431177656,1.05543953837634,0.946666666666667,1.09974242871447,0.123,1.09469609214222,1.05491746727471,0.933333333333333,1.05627456090791,0.054,1.05665319775843,1.05655226720201,0.96
1.37437312022,0.06,1.37534393549146,1.43565852690782,0.956666666666667,1.57055718083642,0.134,1.56742085019325,1.42789925916196,0.923333333333333,1.49287004067068,0.123,1.49025650208459,1.42938187929115,0.94
1.13478699667321,0.003,1.13667958828652,1.11725874835114,0.93,1.14041516191376,0.106,1.13735320933296,1.11541093329563,0.936666666666667,1.11104622455519,0.023,1.11266727594277,1.11613705282346,0.96
1.57462356013011,0.031,1.57695812149399,1.55088372561421,0.943333333333333,1.58019302556832,0.145,1.57617003274299,1.55034613328566,0.93,1.63741595736004,0.116,1.63602731307821,1.55114770739854,0.933333333333333
